raw_field,alternative_name,source_page,section_id,section_name,question_id,subquestion_id,question_text,field_role,response_type,data_type,units,canonical_name,table_name,row_index,row_label,column_name,codebook_id,notes
p0106c,Bin Shared,4,C,Trace-in and Trace-out,C1,,Bin Shared,scalar_response,coded,character,,carcass_bin_shared,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0107,Broken Eggs,4,C,Trace-in and Trace-out,C1,,Broken Eggs,scalar_response,text,character,,broken_eggs_disposal,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0108,Wash Water,4,C,Trace-in and Trace-out,C1,,Wash Water,scalar_response,text,character,,wash_water_disposal,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0109,Company Name and Location,4,C,Trace-in and Trace-out,C1,,Company Name and Location,table_cell,table,character,,manure_destinations_company_name_location,manure_destinations,1,,company_name_location,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0110,Company Name and Location,4,C,Trace-in and Trace-out,C2,,Company Name and Location,table_cell,table,character,,manure_destinations_company_name_location,manure_destinations,2,,company_name_location,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0111,Company Name and Location,4,C,Trace-in and Trace-out,C2,,Company Name and Location,table_cell,table,character,,manure_destinations_company_name_location,manure_destinations,3,,company_name_location,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0109a,Date,4,C,Trace-in and Trace-out,C1,,Date,table_cell,table,date,date,manure_destinations_date,manure_destinations,1,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0110a,Date,4,C,Trace-in and Trace-out,C2,,Date,table_cell,table,date,date,manure_destinations_date,manure_destinations,2,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0109b,Intended Use,4,C,Trace-in and Trace-out,C1,,Intended Use,table_cell,table,character,,manure_destinations_intended_use,manure_destinations,1,,intended_use,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0110b,Intended Use,4,C,Trace-in and Trace-out,C2,,Intended Use,table_cell,table,character,,manure_destinations_intended_use,manure_destinations,2,,intended_use,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0111b,Intended Use,4,C,Trace-in and Trace-out,C2,,Intended Use,table_cell,table,character,,manure_destinations_intended_use,manure_destinations,3,,intended_use,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0109d,Type,4,C,Trace-in and Trace-out,C1,,Type,table_cell,table,character,,manure_destinations_type,manure_destinations,1,,type,manure_type_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0110d,Type,4,C,Trace-in and Trace-out,C2,,Type,table_cell,table,character,,manure_destinations_type,manure_destinations,2,,type,manure_type_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0111d,Type,4,C,Trace-in and Trace-out,C2,,Type,table_cell,table,character,,manure_destinations_type,manure_destinations,3,,type,manure_type_1_2_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0111a,Date,4,C,Trace-in and Trace-out,C2,,Date,table_cell,table,date,date,manure_destinations_date,manure_destinations,3,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0113,Wild Birds,4,C,Trace-in and Trace-out,C2,,Wild Birds,scalar_response,coded,character,,wild_birds_on_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0114,Wild Animals,4,C,Trace-in and Trace-out,C2,,Wild Animals,scalar_response,coded,character,,wild_animals_on_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0115,Manure from Another Premises,4,C,Trace-in and Trace-out,C2,,Manure from Another Premises,scalar_response,coded,character,,manure_from_another_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0120,Contract Workers,4,C,Trace-in and Trace-out,C3,,Contract Workers,scalar_response,coded,character,,contract_workers_present,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0112,Yards,4,C,Trace-in and Trace-out,C2,,Yards,scalar_response,text,numeric,yards,manure_distance_yards,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0116,Product,4,C,Trace-in and Trace-out,C2,,Product,table_cell,table,character,,imported_materials_product_species_origin,imported_materials,1,,product_species_origin,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0117,Product,4,C,Trace-in and Trace-out,C2,,Product,table_cell,table,character,,imported_materials_product_species_origin,imported_materials,2,,product_species_origin,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0118,Product,4,C,Trace-in and Trace-out,C2,,Product,table_cell,table,character,,imported_materials_product_species_origin,imported_materials,3,,product_species_origin,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0119,Product,4,C,Trace-in and Trace-out,C2,,Product,table_cell,table,character,,imported_materials_product_species_origin,imported_materials,4,,product_species_origin,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0116a,Source,4,C,Trace-in and Trace-out,C2,,Source,table_cell,table,character,,imported_materials_source_name_location_phone,imported_materials,1,,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0117a,Source,4,C,Trace-in and Trace-out,C2,,Source,table_cell,table,character,,imported_materials_source_name_location_phone,imported_materials,2,,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0118a,Source,4,C,Trace-in and Trace-out,C2,,Source,table_cell,table,character,,imported_materials_source_name_location_phone,imported_materials,3,,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0119a,Source,4,C,Trace-in and Trace-out,C2,,Source,table_cell,table,character,,imported_materials_source_name_location_phone,imported_materials,4,,source_name_location_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0116b,Date,4,C,Trace-in and Trace-out,C2,,Date,table_cell,table,date,date,imported_materials_date,imported_materials,1,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0117b,Date,4,C,Trace-in and Trace-out,C2,,Date,table_cell,table,date,date,imported_materials_date,imported_materials,2,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0118b,Date,4,C,Trace-in and Trace-out,C2,,Date,table_cell,table,date,date,imported_materials_date,imported_materials,3,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0119b,Date,4,C,Trace-in and Trace-out,C2,,Date,table_cell,table,date,date,imported_materials_date,imported_materials,4,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0127,Crews Enter Premises,5,C,Trace-in and Trace-out,C3,,Crews Enter Premises,scalar_response,coded,character,,crews_enter_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0124,Community Living,5,C,Trace-in and Trace-out,C3,,Community Living,scalar_response,coded,character,,community_living,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0122,Visited Other Premises,5,C,Trace-in and Trace-out,C3,,Visited Other Premises,scalar_response,coded,character,,visited_other_premises,,,,,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0121,Name and Phone Number,5,C,Trace-in and Trace-out,C3,,Name and Phone Number,scalar_response,text,character,,community_contact,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123,Name,5,C,Trace-in and Trace-out,C3,,Name,table_cell,table,character,,worker_visits_premises_processor,worker_visits,1,,premises_processor,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123a,Person Title,5,C,Trace-in and Trace-out,C3,,Person Title,table_cell,table,character,,worker_visits_person_title,worker_visits,1,,person_title,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123b,Date,5,C,Trace-in and Trace-out,C3,,Date,table_cell,table,date,date,worker_visits_date,worker_visits,1,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0104off,Lanfill Off-site,3,C,Trace-in and Trace-out,C1,,Lanfill Off-site,table_cell,table,character,,mortality_disposal_site_status,mortality_disposal,5,landfill,site_status,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125a,Poultry,5,C,Trace-in and Trace-out,C3,,Poultry,table_response,multiselect,character,,community_livestock_poultry,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123i,Name,5,C,Trace-in and Trace-out,C3,,Name,table_cell,table,character,,worker_visits_premises_processor,worker_visits,4,,premises_processor,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0126,Other Facilities,5,C,Trace-in and Trace-out,C3,,Other Facilities,scalar_response,text,character,,other_facilities,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125b,Cattle Dairy,5,C,Trace-in and Trace-out,C3,,Cattle Dairy,table_response,multiselect,character,,community_livestock_cattle_dairy,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125c,Cattle Beef,5,C,Trace-in and Trace-out,C3,,Cattle Beef,table_response,multiselect,character,,community_livestock_cattle_beef,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125d,Swine,5,C,Trace-in and Trace-out,C3,,Swine,table_response,multiselect,character,,community_livestock_swine,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125e,Goat Dairy,5,C,Trace-in and Trace-out,C3,,Goat Dairy,table_response,multiselect,character,,community_livestock_goat_dairy,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125f,Goat Meat,5,C,Trace-in and Trace-out,C3,,Goat Meat,table_response,multiselect,character,,community_livestock_goat_meat,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0125g,Sheep,5,C,Trace-in and Trace-out,C3,,Sheep,table_response,multiselect,character,,community_livestock_sheep,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132a,Poultry,6,C,Trace-in and Trace-out,C4,,Poultry,table_response,multiselect,character,,worker_livestock_poultry,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132b,Cattle Dairy,6,C,Trace-in and Trace-out,C4,,Cattle Dairy,table_response,multiselect,character,,worker_livestock_cattle_dairy,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132c,Cattle Beef,6,C,Trace-in and Trace-out,C4,,Cattle Beef,table_response,multiselect,character,,worker_livestock_cattle_beef,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132d,Swine,6,C,Trace-in and Trace-out,C4,,Swine,table_response,multiselect,character,,worker_livestock_swine,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132e,Goat Dairy,6,C,Trace-in and Trace-out,C4,,Goat Dairy,table_response,multiselect,character,,worker_livestock_goat_dairy,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132f,Goat Meat,6,C,Trace-in and Trace-out,C4,,Goat Meat,table_response,multiselect,character,,worker_livestock_goat_meat,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0132g,Sheep,6,C,Trace-in and Trace-out,C4,,Sheep,table_response,multiselect,character,,worker_livestock_sheep,,,,,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123c,Name,5,C,Trace-in and Trace-out,C3,,Name,table_cell,table,character,,worker_visits_premises_processor,worker_visits,2,,premises_processor,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123f,Name,5,C,Trace-in and Trace-out,C3,,Name,table_cell,table,character,,worker_visits_premises_processor,worker_visits,3,,premises_processor,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123d,Person Title,5,C,Trace-in and Trace-out,C3,,Person Title,table_cell,table,character,,worker_visits_person_title,worker_visits,2,,person_title,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123g,Person Title,5,C,Trace-in and Trace-out,C3,,Person Title,table_cell,table,character,,worker_visits_person_title,worker_visits,3,,person_title,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123j,Person Title,5,C,Trace-in and Trace-out,C3,,Person Title,table_cell,table,character,,worker_visits_person_title,worker_visits,4,,person_title,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123e,Date,5,C,Trace-in and Trace-out,C3,,Date,table_cell,table,date,date,worker_visits_date,worker_visits,2,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123h,Date,5,C,Trace-in and Trace-out,C3,,Date,table_cell,table,date,date,worker_visits_date,worker_visits,3,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0123k,Date,5,C,Trace-in and Trace-out,C3,,Date,table_cell,table,date,date,worker_visits_date,worker_visits,4,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0128,Date,5,C,Trace-in and Trace-out,C3,,Date,table_cell,table,date,date,crews_date,crews,1,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0129,Date,5,C,Trace-in and Trace-out,C3,,Date,table_cell,table,date,date,crews_date,crews,2,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0130,Date,5,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,crews_date,crews,3,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0131a,Crew Type,5,C,Trace-in and Trace-out,C4,,Crew Type,table_cell,table,character,,crews_crew_type,crews,4,,crew_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0130a,Crew Type,5,C,Trace-in and Trace-out,C4,,Crew Type,table_cell,table,character,,crews_crew_type,crews,3,,crew_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0129a,Crew Type,5,C,Trace-in and Trace-out,C3,,Crew Type,table_cell,table,character,,crews_crew_type,crews,2,,crew_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0128a,Crew Type,5,C,Trace-in and Trace-out,C3,,Crew Type,table_cell,table,character,,crews_crew_type,crews,1,,crew_type,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0131b,Name/Company/Phone Number,5,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,crews_name_company_phone,crews,4,,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0130b,Name/Company/Phone Number,5,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,crews_name_company_phone,crews,3,,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0129b,Name/Company/Phone Number,5,C,Trace-in and Trace-out,C3,,Name/Company/Phone Number,table_cell,table,character,,crews_name_company_phone,crews,2,,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0128b,Name/Company/Phone Number,5,C,Trace-in and Trace-out,C3,,Name/Company/Phone Number,table_cell,table,character,,crews_name_company_phone,crews,1,,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0133,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,1,federal_or_state_animal_health,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0131,Date,5,C,Trace-in and Trace-out,C4,,Date,table_cell,table,date,date,crews_date,crews,4,,date,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0133a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,1,federal_or_state_animal_health,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0133c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,1,federal_or_state_animal_health,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0133b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,1,federal_or_state_animal_health,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0134,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,2,veterinarian,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0134a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,2,veterinarian,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0134b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,2,veterinarian,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0134c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,2,veterinarian,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0135,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,3,feed_delivery,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0135a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,3,feed_delivery,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0135b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,3,feed_delivery,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0135c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,3,feed_delivery,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0136,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,4,egg_truck,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0136a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,4,egg_truck,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0136b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,4,egg_truck,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0136c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,4,egg_truck,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0137,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,5,litter_removal,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0137a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,5,litter_removal,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0137b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,5,litter_removal,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0137c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,5,litter_removal,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0138,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,6,rendering_pickup,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0138a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,6,rendering_pickup,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0138b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,6,rendering_pickup,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0138c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,6,rendering_pickup,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0139,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,7,pest_control,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0139a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,7,pest_control,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0139b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,7,pest_control,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0139c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,7,pest_control,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0140,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,8,catching_crew,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0140a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,8,catching_crew,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0140b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,8,catching_crew,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0140c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,8,catching_crew,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0141,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,9,live_haul,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0141a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,9,live_haul,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0141b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,9,live_haul,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0141c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,9,live_haul,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0142,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,10,maintenance,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0142a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,10,maintenance,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0142b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,10,maintenance,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0142c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,10,maintenance,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0143,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,11,utility,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0143a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,11,utility,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0143b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,11,utility,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0143c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,11,utility,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0144,Visit Premises,6,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,12,vaccination_crew,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0144a,Date,6,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,12,vaccination_crew,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0144b,Name/Company/Phone Number,6,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,12,vaccination_crew,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0144c,Enter Barn,6,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,12,vaccination_crew,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0145,Visit Premises,7,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,13,dead_bird_pickup,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0145a,Date,7,C,Trace-in and Trace-out,C4,,Date(s) of visit,table_cell,table,date_text,date,visitors_visit_dates,visitors,13,dead_bird_pickup,visit_dates,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0145b,Name/Company/Phone Number,7,C,Trace-in and Trace-out,C4,,Name/Company/Phone Number,table_cell,table,character,,visitors_name_company_phone,visitors,13,dead_bird_pickup,name_company_phone,,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0145c,Enter Barn,7,C,Trace-in and Trace-out,C4,,Enter Barn,table_cell,table,character,,visitors_entered_poultry_barn,visitors,13,dead_bird_pickup,entered_poultry_barn,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
p0146,Visit Premises,7,C,Trace-in and Trace-out,C4,,Visit Premises,table_cell,table,character,,visitors_visit_premises,visitors,14,service_provider,visit_premises,yes_no_1_3,"Derived from the official blank May 28, 2024 responder template; raw field name is immutable."
